WD08CD,WD08NM,PCO08CD,PCO08NM,
00NZMD,Baglan,6A5,Neath Port Talbot,
00NZME,Blaengwrach,6A5,Neath Port Talbot,
00NZMF,Briton Ferry East,6A5,Neath Port Talbot,
00NZMG,Briton Ferry West,6A5,Neath Port Talbot,
00NZMH,Bryn and Cwmavon,6A5,Neath Port Talbot,
00NZMJ,Bryn-coch North,6A5,Neath Port Talbot,
00NZMK,Bryn-coch South,6A5,Neath Port Talbot,
00NZML,Cadoxton,6A5,Neath Port Talbot,
00NZMM,Cimla,6A5,Neath Port Talbot,
00NZMN,Coedffranc Central,6A5,Neath Port Talbot,
00NZMP,Coedffranc North,6A5,Neath Port Talbot,
00NZMQ,Coedffranc West,6A5,Neath Port Talbot,
00NZMR,Crynant,6A5,Neath Port Talbot,
00NZMS,Cwmllynfell,6A5,Neath Port Talbot,
00NZMT,Cymmer,6A5,Neath Port Talbot,
00NZMU,Dyffryn,6A5,Neath Port Talbot,
00NZMW,Glyncorrwg,6A5,Neath Port Talbot,
00NZMX,Glynneath,6A5,Neath Port Talbot,
00NZMY,Godre'r graig,6A5,Neath Port Talbot,
00NZMZ,Gwaun-Cae-Gurwen,6A5,Neath Port Talbot,
00NZNA,Gwynfi,6A5,Neath Port Talbot,
00NZNB,Lower Brynamman,6A5,Neath Port Talbot,
00NZNC,Margam,6A5,Neath Port Talbot,
00NZND,Neath East,6A5,Neath Port Talbot,
00NZNE,Neath North,6A5,Neath Port Talbot,
00NZNF,Neath South,6A5,Neath Port Talbot,
00NZNG,Onllwyn,6A5,Neath Port Talbot,
00NZNH,Pelenna,6A5,Neath Port Talbot,
00NZNJ,Pontardawe,6A5,Neath Port Talbot,
00NZNK,Port Talbot,6A5,Neath Port Talbot,
00NZNL,Resolven,6A5,Neath Port Talbot,
00NZNM,Rhos,6A5,Neath Port Talbot,
00NZNN,Sandfields East,6A5,Neath Port Talbot,
00NZNP,Sandfields West,6A5,Neath Port Talbot,
00NZNQ,Seven Sisters,6A5,Neath Port Talbot,
00NZNR,Tai-bach,6A5,Neath Port Talbot,
00NZNS,Tonna,6A5,Neath Port Talbot,
00NZNT,Trebanos,6A5,Neath Port Talbot,
00NZNU,Ystalyfera,6A5,Neath Port Talbot,
00PBNF,Aberkenfig,6B3,Bridgend,
00PBNG,Bettws,6B3,Bridgend,
00PBNH,Blackmill,6B3,Bridgend,
00PBNJ,Blaengarw,6B3,Bridgend,
00PBNK,Brackla,6B3,Bridgend,
00PBNL,Bryncethin,6B3,Bridgend,
00PBNM,Bryncoch,6B3,Bridgend,
00PBNN,"Bryntirion, Laleston and Merthyr Mawr",6B3,Bridgend,
00PBNP,Caerau,6B3,Bridgend,
00PBNQ,Cefn Cribwr,6B3,Bridgend,
00PBNR,Cefn Glas,6B3,Bridgend,
00PBNS,Coity,6B3,Bridgend,
00PBNT,Cornelly,6B3,Bridgend,
00PBNU,Coychurch Lower,6B3,Bridgend,
00PBNW,Felindre,6B3,Bridgend,
00PBNX,Hendre,6B3,Bridgend,
00PBNY,Litchard,6B3,Bridgend,
00PBNZ,Llangeinor,6B3,Bridgend,
00PBPA,Llangewydd and Brynhyfryd,6B3,Bridgend,
00PBPB,Llangynwyd,6B3,Bridgend,
00PBPC,Maesteg East,6B3,Bridgend,
00PBPD,Maesteg West,6B3,Bridgend,
00PBPE,Morfa,6B3,Bridgend,
00PBPF,Nant-y-moel,6B3,Bridgend,
00PBPG,Newcastle,6B3,Bridgend,
00PBPH,Newton,6B3,Bridgend,
00PBPJ,Nottage,6B3,Bridgend,
00PBPK,Ogmore Vale,6B3,Bridgend,
00PBPL,Oldcastle,6B3,Bridgend,
00PBPM,Pendre,6B3,Bridgend,
00PBPN,Penprysg,6B3,Bridgend,
00PBPP,Pen-y-fai,6B3,Bridgend,
00PBPQ,Pontycymmer,6B3,Bridgend,
00PBPR,Porthcawl East Central,6B3,Bridgend,
00PBPS,Porthcawl West Central,6B3,Bridgend,
00PBPT,Pyle,6B3,Bridgend,
00PBPU,Rest Bay,6B3,Bridgend,
00PBPW,Sarn,6B3,Bridgend,
00PBPX,Ynysawdre,6B3,Bridgend,
00PDMZ,Baruc,6B6,Vale of Glamorgan,
00PDNA,Buttrills,6B6,Vale of Glamorgan,
00PDNB,Cadoc,6B6,Vale of Glamorgan,
00PDNC,Castleland,6B6,Vale of Glamorgan,
00PDND,Cornerswell,6B6,Vale of Glamorgan,
00PDNE,Court,6B6,Vale of Glamorgan,
00PDNF,Cowbridge,6B6,Vale of Glamorgan,
00PDNG,Dinas Powys,6B6,Vale of Glamorgan,
00PDNH,Dyfan,6B6,Vale of Glamorgan,
00PDNJ,Gibbonsdown,6B6,Vale of Glamorgan,
00PDNK,Illtyd,6B6,Vale of Glamorgan,
00PDNL,Llandough,6B6,Vale of Glamorgan,
00PDNM,Llandow/Ewenny,6B6,Vale of Glamorgan,
00PDNN,Llantwit Major,6B6,Vale of Glamorgan,
00PDNP,Peterston-super-Ely,6B6,Vale of Glamorgan,
00PDNQ,Plymouth,6B6,Vale of Glamorgan,
00PDNR,Rhoose,6B6,Vale of Glamorgan,
00PDNS,St. Athan,6B6,Vale of Glamorgan,
00PDNT,St. Augustine's,6B6,Vale of Glamorgan,
00PDNU,St. Bride's Major,6B6,Vale of Glamorgan,
00PDNW,Stanwell,6B6,Vale of Glamorgan,
00PDNX,Sully,6B6,Vale of Glamorgan,
00PDNY,Wenvoe,6B6,Vale of Glamorgan,
00PFPH,Aberaman North,6A9,Rhondda Cynon Taff Teaching,
00PFPJ,Aberaman South,6A9,Rhondda Cynon Taff Teaching,
00PFPK,Abercynon,6A9,Rhondda Cynon Taff Teaching,
00PFPL,Aberdare East,6A9,Rhondda Cynon Taff Teaching,
00PFPM,Aberdare West/Llwydcoed,6A9,Rhondda Cynon Taff Teaching,
00PFPN,Beddau,6A9,Rhondda Cynon Taff Teaching,
00PFPP,Brynna,6A9,Rhondda Cynon Taff Teaching,
00PFPQ,Church Village,6A9,Rhondda Cynon Taff Teaching,
00PFPR,Cilfynydd,6A9,Rhondda Cynon Taff Teaching,
00PFPS,Cwm Clydach,6A9,Rhondda Cynon Taff Teaching,
00PFPT,Cwmbach,6A9,Rhondda Cynon Taff Teaching,
00PFPU,Cymmer,6A9,Rhondda Cynon Taff Teaching,
00PFPW,Ferndale,6A9,Rhondda Cynon Taff Teaching,
00PFPX,Gilfach Goch,6A9,Rhondda Cynon Taff Teaching,
00PFPY,Glyncoch,6A9,Rhondda Cynon Taff Teaching,
00PFPZ,Graig,6A9,Rhondda Cynon Taff Teaching,
00PFQA,Hawthorn,6A9,Rhondda Cynon Taff Teaching,
00PFQB,Hirwaun,6A9,Rhondda Cynon Taff Teaching,
00PFQC,Llanharan,6A9,Rhondda Cynon Taff Teaching,
00PFQD,Llanharry,6A9,Rhondda Cynon Taff Teaching,
00PFQE,Llantrisant Town,6A9,Rhondda Cynon Taff Teaching,
00PFQF,Llantwit Fardre,6A9,Rhondda Cynon Taff Teaching,
00PFQG,Llwyn-y-pia,6A9,Rhondda Cynon Taff Teaching,
00PFQH,Maerdy,6A9,Rhondda Cynon Taff Teaching,
00PFQJ,Mountain Ash East,6A9,Rhondda Cynon Taff Teaching,
00PFQK,Mountain Ash West,6A9,Rhondda Cynon Taff Teaching,
00PFQL,Penrhiwceiber,6A9,Rhondda Cynon Taff Teaching,
00PFQM,Pentre,6A9,Rhondda Cynon Taff Teaching,
00PFQN,Pen-y-graig,6A9,Rhondda Cynon Taff Teaching,
00PFQP,Pen-y-waun,6A9,Rhondda Cynon Taff Teaching,
00PFQQ,Pont-y-clun,6A9,Rhondda Cynon Taff Teaching,
00PFQR,Pontypridd Town,6A9,Rhondda Cynon Taff Teaching,
00PFQS,Porth,6A9,Rhondda Cynon Taff Teaching,
00PFQT,Rhigos,6A9,Rhondda Cynon Taff Teaching,
00PFQU,Rhondda,6A9,Rhondda Cynon Taff Teaching,
00PFQW,Rhydfelen Central/Ilan,6A9,Rhondda Cynon Taff Teaching,
00PFQX,Taffs Well,6A9,Rhondda Cynon Taff Teaching,
00PFQY,Talbot Green,6A9,Rhondda Cynon Taff Teaching,
00PFQZ,Ton-teg,6A9,Rhondda Cynon Taff Teaching,
00PFRA,Tonypandy,6A9,Rhondda Cynon Taff Teaching,
00PFRB,Tonyrefail East,6A9,Rhondda Cynon Taff Teaching,
00PFRC,Tonyrefail West,6A9,Rhondda Cynon Taff Teaching,
00PFRD,Trallwng,6A9,Rhondda Cynon Taff Teaching,
00PFRE,Trealaw,6A9,Rhondda Cynon Taff Teaching,
00PFRF,Treforest,6A9,Rhondda Cynon Taff Teaching,
00PFRG,Treherbert,6A9,Rhondda Cynon Taff Teaching,
00PFRH,Treorchy,6A9,Rhondda Cynon Taff Teaching,
00PFRJ,Tylorstown,6A9,Rhondda Cynon Taff Teaching,
00PFRK,Tyn-y-nant,6A9,Rhondda Cynon Taff Teaching,
00PFRL,Ynyshir,6A9,Rhondda Cynon Taff Teaching,
00PFRM,Ynysybwl,6A9,Rhondda Cynon Taff Teaching,
00PFRN,Ystrad,6A9,Rhondda Cynon Taff Teaching,
00PHMA,Bedlinog,6B8,Merthyr Tydfil,
00PHMB,Cyfarthfa,6B8,Merthyr Tydfil,
00PHMC,Dowlais,6B8,Merthyr Tydfil,
00PHMD,Gurnos,6B8,Merthyr Tydfil,
00PHME,Merthyr Vale,6B8,Merthyr Tydfil,
00PHMF,Park,6B8,Merthyr Tydfil,
00PHMG,Penydarren,6B8,Merthyr Tydfil,
00PHMH,Plymouth,6B8,Merthyr Tydfil,
00PHMJ,Town,6B8,Merthyr Tydfil,
00PHMK,Treharris,6B8,Merthyr Tydfil,
00PHML,Vaynor,6B8,Merthyr Tydfil,
00PKNP,Aberbargoed,6B2,Caerphilly Teaching,
00PKNQ,Abercarn,6B2,Caerphilly Teaching,
00PKNR,Aber Valley,6B2,Caerphilly Teaching,
00PKNS,Argoed,6B2,Caerphilly Teaching,
00PKNT,Bargoed,6B2,Caerphilly Teaching,
00PKNU,"Bedwas, Trethomas and Machen",6B2,Caerphilly Teaching,
00PKNW,Blackwood,6B2,Caerphilly Teaching,
00PKNX,Cefn Fforest,6B2,Caerphilly Teaching,
00PKNY,Crosskeys,6B2,Caerphilly Teaching,
00PKNZ,Crumlin,6B2,Caerphilly Teaching,
00PKPA,Darren Valley,6B2,Caerphilly Teaching,
00PKPB,Gilfach,6B2,Caerphilly Teaching,
00PKPC,Hengoed,6B2,Caerphilly Teaching,
00PKPD,Llanbradach,6B2,Caerphilly Teaching,
00PKPE,Maesycwmmer,6B2,Caerphilly Teaching,
00PKPF,Morgan Jones,6B2,Caerphilly Teaching,
00PKPG,Moriah,6B2,Caerphilly Teaching,
00PKPH,Nelson,6B2,Caerphilly Teaching,
00PKPJ,Newbridge,6B2,Caerphilly Teaching,
00PKPK,New Tredegar,6B2,Caerphilly Teaching,
00PKPL,Pengam,6B2,Caerphilly Teaching,
00PKPM,Penmaen,6B2,Caerphilly Teaching,
00PKPN,Penyrheol,6B2,Caerphilly Teaching,
00PKPP,Pontllanfraith,6B2,Caerphilly Teaching,
00PKPQ,Pontlottyn,6B2,Caerphilly Teaching,
00PKPR,Risca East,6B2,Caerphilly Teaching,
00PKPS,Risca West,6B2,Caerphilly Teaching,
00PKPT,St. Cattwg,6B2,Caerphilly Teaching,
00PKPU,St. James,6B2,Caerphilly Teaching,
00PKPW,St. Martins,6B2,Caerphilly Teaching,
00PKPX,Twyn Carno,6B2,Caerphilly Teaching,
00PKPY,Ynysddu,6B2,Caerphilly Teaching,
00PKPZ,Ystrad Mynach,6B2,Caerphilly Teaching,
00PLMA,Abertillery,6C2,Blaenau Gwent,
00PLMB,Badminton,6C2,Blaenau Gwent,
00PLMC,Beaufort,6C2,Blaenau Gwent,
00PLMD,Blaina,6C2,Blaenau Gwent,
00PLME,Brynmawr,6C2,Blaenau Gwent,
00PLMF,Cwm,6C2,Blaenau Gwent,
00PLMG,Cwmtillery,6C2,Blaenau Gwent,
00PLMH,Ebbw Vale North,6C2,Blaenau Gwent,
00PLMJ,Ebbw Vale South,6C2,Blaenau Gwent,
00PLMK,Georgetown,6C2,Blaenau Gwent,
00PLML,Llanhilleth,6C2,Blaenau Gwent,
00PLMM,Nantyglo,6C2,Blaenau Gwent,
00PLMN,Rassau,6C2,Blaenau Gwent,
00PLMP,Sirhowy,6C2,Blaenau Gwent,
00PLMQ,Six Bells,6C2,Blaenau Gwent,
00PLMR,Tredegar Central and West,6C2,Blaenau Gwent,
00PMNC,Abersychan,6C3,Torfaen,
00PMND,Blaenavon,6C3,Torfaen,
00PMNE,Brynwern,6C3,Torfaen,
00PMNF,Coed Eva,6C3,Torfaen,
00PMNG,Croesyceiliog North,6C3,Torfaen,
00PMNH,Croesyceiliog South,6C3,Torfaen,
00PMNJ,Cwmyniscoy,6C3,Torfaen,
00PMNK,Fairwater,6C3,Torfaen,
00PMNL,Greenmeadow,6C3,Torfaen,
00PMNM,Llantarnam,6C3,Torfaen,
00PMNN,Llanyrafon North,6C3,Torfaen,
00PMNP,Llanyrafon South,6C3,Torfaen,
00PMNQ,New Inn,6C3,Torfaen,
00PMNR,Panteg,6C3,Torfaen,
00PMNS,Pontnewydd,6C3,Torfaen,
00PMNT,Pontnewynydd,6C3,Torfaen,
00PMNU,Pontypool,6C3,Torfaen,
00PMNW,St. Cadocs and Penygarn,6C3,Torfaen,
00PMNX,St. Dials,6C3,Torfaen,
00PMNY,Snatchwood,6C3,Torfaen,
00PMNZ,Trevethin,6C3,Torfaen,
00PMPA,Two Locks,6C3,Torfaen,
00PMPB,Upper Cwmbran,6C3,Torfaen,
00PMPC,Wainfelin,6C3,Torfaen,
00PPNQ,Caerwent,6A1,Monmouthshire,
00PPNR,Caldicot Castle,6A1,Monmouthshire,
00PPNS,Cantref,6A1,Monmouthshire,
00PPNT,Castle,6A1,Monmouthshire,
00PPNU,Croesonen,6A1,Monmouthshire,
00PPNW,Crucorney,6A1,Monmouthshire,
00PPNX,Devauden,6A1,Monmouthshire,
00PPNY,Dewstow,6A1,Monmouthshire,
00PPNZ,Dixton with Osbaston,6A1,Monmouthshire,
00PPPA,Drybridge,6A1,Monmouthshire,
00PPPB,Goetre Fawr,6A1,Monmouthshire,
00PPPC,Green Lane,6A1,Monmouthshire,
00PPPD,Grofield,6A1,Monmouthshire,
00PPPE,Lansdown,6A1,Monmouthshire,
00PPPF,Larkfield,6A1,Monmouthshire,
00PPPG,Llanbadoc,6A1,Monmouthshire,
00PPPH,Llanelly Hill,6A1,Monmouthshire,
00PPPJ,Llanfoist Fawr,6A1,Monmouthshire,
00PPPK,Llangybi Fawr,6A1,Monmouthshire,
00PPPL,Llanover,6A1,Monmouthshire,
00PPPM,Llantilio Crossenny,6A1,Monmouthshire,
00PPPN,Llanwenarth Ultra,6A1,Monmouthshire,
00PPPP,Mardy,6A1,Monmouthshire,
00PPPQ,Mill,6A1,Monmouthshire,
00PPPR,Mitchel Troy,6A1,Monmouthshire,
00PPPS,Overmonnow,6A1,Monmouthshire,
00PPPT,Portskewett,6A1,Monmouthshire,
00PPPU,Priory,6A1,Monmouthshire,
00PPPW,Raglan,6A1,Monmouthshire,
00PPPX,Rogiet,6A1,Monmouthshire,
00PPPY,St. Arvans,6A1,Monmouthshire,
00PPPZ,St. Christopher's,6A1,Monmouthshire,
00PPQA,St. Kingsmark,6A1,Monmouthshire,
00PPQB,St. Mary's,6A1,Monmouthshire,
00PPQC,Severn,6A1,Monmouthshire,
00PPQD,Shirenewton,6A1,Monmouthshire,
00PPQE,The Elms,6A1,Monmouthshire,
00PPQF,Thornwell,6A1,Monmouthshire,
00PPQG,Trellech United,6A1,Monmouthshire,
00PPQH,Usk,6A1,Monmouthshire,
00PPQJ,West End,6A1,Monmouthshire,
00PPQK,Wyesham,6A1,Monmouthshire,
00PRMX,Allt-yr-yn,6B9,Newport,
00PRMY,Alway,6B9,Newport,
00PRMZ,Beechwood,6B9,Newport,
00PRNA,Bettws,6B9,Newport,
00PRNB,Caerleon,6B9,Newport,
00PRNC,Gaer,6B9,Newport,
00PRND,Graig,6B9,Newport,
00PRNE,Langstone,6B9,Newport,
00PRNF,Liswerry,6B9,Newport,
00PRNG,Llanwern,6B9,Newport,
00PRNH,Malpas,6B9,Newport,
00PRNJ,Marshfield,6B9,Newport,
00PRNK,Pillgwenlly,6B9,Newport,
00PRNL,Ringland,6B9,Newport,
00PRNM,Rogerstone,6B9,Newport,
00PRNN,St. Julians,6B9,Newport,
00PRNP,Shaftesbury,6B9,Newport,
00PRNQ,Stow Hill,6B9,Newport,
00PRNR,Tredegar Park,6B9,Newport,
00PRNS,Victoria,6B9,Newport,
00PTNF,Adamsdown,6A8,Cardiff,
00PTNG,Butetown,6A8,Cardiff,
00PTNH,Caerau,6A8,Cardiff,
00PTNJ,Canton,6A8,Cardiff,
00PTNK,Cathays,6A8,Cardiff,
00PTNL,Creigiau/St. Fagans,6A8,Cardiff,
00PTNM,Cyncoed,6A8,Cardiff,
00PTNN,Ely,6A8,Cardiff,
00PTNP,Fairwater,6A8,Cardiff,
00PTNQ,Gabalfa,6A8,Cardiff,
00PTNR,Grangetown,6A8,Cardiff,
00PTNS,Heath,6A8,Cardiff,
00PTNT,Lisvane,6A8,Cardiff,
00PTNU,Llandaff,6A8,Cardiff,
00PTNW,Llandaff North,6A8,Cardiff,
00PTNX,Llanishen,6A8,Cardiff,
00PTNY,Llanrumney,6A8,Cardiff,
00PTNZ,Pentwyn,6A8,Cardiff,
00PTPA,Pentyrch,6A8,Cardiff,
00PTPB,Penylan,6A8,Cardiff,
00PTPC,Plasnewydd,6A8,Cardiff,
00PTPD,Pontprennau/Old St. Mellons,6A8,Cardiff,
00PTPE,Radyr,6A8,Cardiff,
00PTPF,Rhiwbina,6A8,Cardiff,
00PTPG,Riverside,6A8,Cardiff,
00PTPH,Rumney,6A8,Cardiff,
00PTPJ,Splott,6A8,Cardiff,
00PTPK,Trowbridge,6A8,Cardiff,
00PTPL,Whitchurch and Tongwynlais,6A8,Cardiff,
00AAFA,Aldersgate,5C3,City and Hackney Teaching,
00AAFB,Aldgate,5C3,City and Hackney Teaching,
00AAFC,Bassishaw,5C3,City and Hackney Teaching,
00AAFD,Billingsgate,5C3,City and Hackney Teaching,
00AAFE,Bishopsgate,5C3,City and Hackney Teaching,
00AAFF,Bread Street,5C3,City and Hackney Teaching,
00AAFG,Bridge,5C3,City and Hackney Teaching,
00AAFH,Broad Street,5C3,City and Hackney Teaching,
00AAFJ,Candlewick,5C3,City and Hackney Teaching,
00AAFK,Castle Baynard,5C3,City and Hackney Teaching,
00AAFL,Cheap,5C3,City and Hackney Teaching,
00AAFM,Coleman Street,5C3,City and Hackney Teaching,
00AAFN,Cordwainer,5C3,City and Hackney Teaching,
00AAFP,Cornhill,5C3,City and Hackney Teaching,
00AAFQ,Cripplegate,5C3,City and Hackney Teaching,
00AAFR,Dowgate,5C3,City and Hackney Teaching,
00AAFS,Farringdon Within,5C3,City and Hackney Teaching,
00AAFT,Farringdon Without,5C3,City and Hackney Teaching,
00AAFU,Langbourn,5C3,City and Hackney Teaching,
00AAFW,Lime Street,5C3,City and Hackney Teaching,
00AAFX,Portsoken,5C3,City and Hackney Teaching,
00AAFY,Queenhithe,5C3,City and Hackney Teaching,
00AAFZ,Tower,5C3,City and Hackney Teaching,
00AAGA,Vintry,5C3,City and Hackney Teaching,
00AAGB,Walbrook,5C3,City and Hackney Teaching,
00ABFX,Abbey,5C2,Barking and Dagenham,
00ABFY,Alibon,5C2,Barking and Dagenham,
00ABFZ,Becontree,5C2,Barking and Dagenham,
00ABGA,Chadwell Heath,5C2,Barking and Dagenham,
00ABGB,Eastbrook,5C2,Barking and Dagenham,
00ABGC,Eastbury,5C2,Barking and Dagenham,
00ABGD,Gascoigne,5C2,Barking and Dagenham,
00ABGE,Goresbrook,5C2,Barking and Dagenham,
00ABGF,Heath,5C2,Barking and Dagenham,
00ABGG,Longbridge,5C2,Barking and Dagenham,
00ABGH,Mayesbrook,5C2,Barking and Dagenham,
00ABGJ,Parsloes,5C2,Barking and Dagenham,
00ABGK,River,5C2,Barking and Dagenham,
00ABGL,Thames,5C2,Barking and Dagenham,
00ABGM,Valence,5C2,Barking and Dagenham,
00ABGN,Village,5C2,Barking and Dagenham,
00ABGP,Whalebone,5C2,Barking and Dagenham,
00ACFX,Brunswick Park,5A9,Barnet,
00ACFY,Burnt Oak,5A9,Barnet,
00ACFZ,Childs Hill,5A9,Barnet,
00ACGA,Colindale,5A9,Barnet,
00ACGB,Coppetts,5A9,Barnet,
00ACGC,East Barnet,5A9,Barnet,
00ACGD,East Finchley,5A9,Barnet,
00ACGE,Edgware,5A9,Barnet,
00ACGF,Finchley Church End,5A9,Barnet,
00ACGG,Garden Suburb,5A9,Barnet,
00ACGH,Golders Green,5A9,Barnet,
00ACGJ,Hale,5A9,Barnet,
00ACGK,Hendon,5A9,Barnet,
00ACGL,High Barnet,5A9,Barnet,
00ACGM,Mill Hill,5A9,Barnet,
00ACGN,Oakleigh,5A9,Barnet,
00ACGP,Totteridge,5A9,Barnet,
00ACGQ,Underhill,5A9,Barnet,
00ACGR,West Finchley,5A9,Barnet,
00ACGS,West Hendon,5A9,Barnet,
00ACGT,Woodhouse,5A9,Barnet,
00ADGA,Barnehurst,TAK,Bexley,
00ADGB,Belvedere,TAK,Bexley,
00ADGC,Blackfen and Lamorbey,TAK,Bexley,
00ADGD,Blendon and Penhill,TAK,Bexley,
00ADGE,Brampton,TAK,Bexley,
00ADGF,Christchurch,TAK,Bexley,
00ADGG,Colyers,TAK,Bexley,
00ADGH,Crayford,TAK,Bexley,
00ADGJ,Cray Meadows,TAK,Bexley,
00ADGK,Danson Park,TAK,Bexley,
00ADGL,East Wickham,TAK,Bexley,
00ADGM,Erith,TAK,Bexley,
00ADGN,Falconwood and Welling,TAK,Bexley,
00ADGP,Lesnes Abbey,TAK,Bexley,
00ADGQ,Longlands,TAK,Bexley,
00ADGR,North End,TAK,Bexley,
00ADGS,Northumberland Heath,TAK,Bexley,
00ADGT,St Mary's,TAK,Bexley,
00ADGU,St Michael's,TAK,Bexley,
00ADGW,Sidcup,TAK,Bexley,
00ADGX,Thamesmead East,TAK,Bexley,
00AEGJ,Alperton,5K5,Brent Teaching,
00AEGK,Barnhill,5K5,Brent Teaching,
00AEGL,Brondesbury Park,5K5,Brent Teaching,
00AEGM,Dollis Hill,5K5,Brent Teaching,
00AEGN,Dudden Hill,5K5,Brent Teaching,
00AEGP,Fryent,5K5,Brent Teaching,
00AEGQ,Harlesden,5K5,Brent Teaching,
00AEGR,Kensal Green,5K5,Brent Teaching,
00AEGS,Kenton,5K5,Brent Teaching,
00AEGT,Kilburn,5K5,Brent Teaching,
00AEGU,Mapesbury,5K5,Brent Teaching,
00AEGW,Northwick Park,5K5,Brent Teaching,
00AEGX,Preston,5K5,Brent Teaching,
00AEGY,Queens Park,5K5,Brent Teaching,
00AEGZ,Queensbury,5K5,Brent Teaching,
00AEHA,Stonebridge,5K5,Brent Teaching,
00AEHB,Sudbury,5K5,Brent Teaching,
00AEHC,Tokyngton,5K5,Brent Teaching,
00AEHD,Welsh Harp,5K5,Brent Teaching,
00AEHE,Wembley Central,5K5,Brent Teaching,
00AEHF,Willesden Green,5K5,Brent Teaching,
00AFGD,Bickley,5A7,Bromley,
00AFGE,Biggin Hill,5A7,Bromley,
00AFGF,Bromley Common and Keston,5A7,Bromley,
00AFGG,Bromley Town,5A7,Bromley,
00AFGH,Chelsfield and Pratts Bottom,5A7,Bromley,
00AFGJ,Chislehurst,5A7,Bromley,
00AFGK,Clock House,5A7,Bromley,
00AFGL,Copers Cope,5A7,Bromley,
00AFGM,Cray Valley East,5A7,Bromley,
00AFGN,Cray Valley West,5A7,Bromley,
00AFGP,Crystal Palace,5A7,Bromley,
00AFGQ,Darwin,5A7,Bromley,
00AFGR,Farnborough and Crofton,5A7,Bromley,
00AFGS,Hayes and Coney Hall,5A7,Bromley,
00AFGT,Kelsey and Eden Park,5A7,Bromley,
00AFGU,Mottingham and Chislehurst North,5A7,Bromley,
00AFGW,Orpington,5A7,Bromley,
00AFGX,Penge and Cator,5A7,Bromley,
00AFGY,Petts Wood and Knoll,5A7,Bromley,
00AFGZ,Plaistow and Sundridge,5A7,Bromley,
00AFHA,Shortlands,5A7,Bromley,
00AFHB,West Wickham,5A7,Bromley,
00AGGD,Belsize,5K7,Camden,
00AGGE,Bloomsbury,5K7,Camden,
00AGGF,Camden Town with Primrose Hill,5K7,Camden,
00AGGG,Cantelowes,5K7,Camden,
00AGGH,Fortune Green,5K7,Camden,
00AGGJ,Frognal and Fitzjohns,5K7,Camden,
00AGGK,Gospel Oak,5K7,Camden,
00AGGL,Hampstead Town,5K7,Camden,
00AGGM,Haverstock,5K7,Camden,
00AGGN,Highgate,5K7,Camden,
00AGGP,Holborn and Covent Garden,5K7,Camden,
00AGGQ,Kentish Town,5K7,Camden,
00AGGR,Kilburn,5K7,Camden,
00AGGS,King's Cross,5K7,Camden,
00AGGT,Regent's Park,5K7,Camden,
00AGGU,St Pancras and Somers Town,5K7,Camden,
00AGGW,Swiss Cottage,5K7,Camden,
00AGGX,West Hampstead,5K7,Camden,
00AHGE,Addiscombe,5K9,Croydon,
00AHGF,Ashburton,5K9,Croydon,
00AHGG,Bensham Manor,5K9,Croydon,
00AHGH,Broad Green,5K9,Croydon,
00AHGJ,Coulsdon East,5K9,Croydon,
00AHGK,Coulsdon West,5K9,Croydon,
00AHGL,Croham,5K9,Croydon,
00AHGM,Fairfield,5K9,Croydon,
00AHGN,Fieldway,5K9,Croydon,
00AHGP,Heathfield,5K9,Croydon,
00AHGQ,Kenley,5K9,Croydon,
00AHGR,New Addington,5K9,Croydon,
00AHGS,Norbury,5K9,Croydon,
00AHGT,Purley,5K9,Croydon,
00AHGU,Sanderstead,5K9,Croydon,
00AHGW,Selhurst,5K9,Croydon,
00AHGX,Selsdon and Ballards,5K9,Croydon,
00AHGY,Shirley,5K9,Croydon,
00AHGZ,South Norwood,5K9,Croydon,
00AHHA,Thornton Heath,5K9,Croydon,
00AHHB,Upper Norwood,5K9,Croydon,
00AHHC,Waddon,5K9,Croydon,
00AHHD,West Thornton,5K9,Croydon,
00AHHE,Woodside,5K9,Croydon,
00AJGC,Acton Central,5HX,Ealing,
00AJGD,Cleveland,5HX,Ealing,
00AJGE,Dormers Wells,5HX,Ealing,
00AJGF,Ealing Broadway,5HX,Ealing,
00AJGG,Ealing Common,5HX,Ealing,
00AJGH,East Acton,5HX,Ealing,
00AJGJ,Elthorne,5HX,Ealing,
00AJGK,Greenford Broadway,5HX,Ealing,
00AJGL,Greenford Green,5HX,Ealing,
00AJGM,Hanger Hill,5HX,Ealing,
00AJGN,Hobbayne,5HX,Ealing,
00AJGP,Lady Margaret,5HX,Ealing,
00AJGQ,Northfield,5HX,Ealing,
00AJGR,North Greenford,5HX,Ealing,
00AJGS,Northolt Mandeville,5HX,Ealing,
00AJGT,Northolt West End,5HX,Ealing,
00AJGU,Norwood Green,5HX,Ealing,
00AJGW,Perivale,5HX,Ealing,
00AJGX,South Acton,5HX,Ealing,
00AJGY,Southall Broadway,5HX,Ealing,
00AJGZ,Southall Green,5HX,Ealing,
00AJHA,Southfield,5HX,Ealing,
00AJHB,Walpole,5HX,Ealing,
00AKGL,Bowes,5C1,Enfield,
00AKGM,Bush Hill Park,5C1,Enfield,
00AKGN,Chase,5C1,Enfield,
00AKGP,Cockfosters,5C1,Enfield,
00AKGQ,Edmonton Green,5C1,Enfield,
00AKGR,Enfield Highway,5C1,Enfield,
00AKGS,Enfield Lock,5C1,Enfield,
00AKGT,Grange,5C1,Enfield,
