PAR08CD,PAR08NM,WD08CD,WD08NM,
00FB099,Newbald,00FBND,Beverley Rural,
00FB100,Newport,00FBNS,Howdenshire,
00FB101,Newton on Derwent,00FBNX,Pocklington Provincial,
00FB102,North Cave,00FBNS,Howdenshire,
00FB103,North Dalton,00FBPF,Wolds Weighton,
00FB104,North Ferriby,00FBPB,South Hunsley,
00FB105,North Frodingham,00FBNM,East Wolds and Coastal,
00FB106,Nunburnholme,00FBPF,Wolds Weighton,
00FB107,Ottringham,00FBPA,South East Holderness,
00FB108,Patrington,00FBPA,South East Holderness,
00FB109,Paull,00FBPC,South West Holderness,
00FB110,Pocklington,00FBNX,Pocklington Provincial,
00FB111,Pollington,00FBNZ,"Snaith, Airmyn, Rawcliffe and Marshland",
00FB112,Preston,00FBPC,South West Holderness,
00FB113,Rawcliffe,00FBNZ,"Snaith, Airmyn, Rawcliffe and Marshland",
00FB114,Reedness,00FBNZ,"Snaith, Airmyn, Rawcliffe and Marshland",
00FB115,Rimswell,00FBPA,South East Holderness,
00FB116,Rise,00FBNT,Mid Holderness,
00FB117,Riston,00FBNT,Mid Holderness,
00FB118,Roos,00FBPA,South East Holderness,
00FB119,Routh,00FBND,Beverley Rural,
00FB120,Rowley,00FBNK,Dale,
00FB121,Rudston,00FBNM,East Wolds and Coastal,
00FB122,Sancton,00FBPF,Wolds Weighton,
00FB123,Seaton,00FBNW,North Holderness,
00FB124,Seaton Ross,00FBPF,Wolds Weighton,
00FB125,Shipton Thorpe,00FBPF,Wolds Weighton,
00FB126,Sigglesthorne,00FBNW,North Holderness,
00FB127,Skeffling,00FBPA,South East Holderness,
00FB128,Skerne and Wansford,00FBNM,East Wolds and Coastal,
00FB129,Skidby,00FBNK,Dale,
00FB130,Skipsea,00FBNM,East Wolds and Coastal,
00FB131,Skirlaugh,00FBNT,Mid Holderness,
00FB132,Skirpenbeck,00FBPF,Wolds Weighton,
00FB133,Sledmere,00FBNL,Driffield and Rural,
00FB134,Snaith and Cowick,00FBNZ,"Snaith, Airmyn, Rawcliffe and Marshland",
00FB135,South Cave,00FBNK,Dale,
00FB136,South Cliffe,00FBPF,Wolds Weighton,
00FB137,Spaldington,00FBNS,Howdenshire,
00FB138,Sproatley,00FBNT,Mid Holderness,
00FB139,Stamford Bridge,00FBNX,Pocklington Provincial,
00FB140,Sunk Island,00FBPA,South East Holderness,
00FB141,Sutton upon Derwent,00FBNX,Pocklington Provincial,
00FB142,Swanland,00FBPB,South Hunsley,
00FB143,Swine,00FBNT,Mid Holderness,
00FB144,Swinefleet,00FBNZ,"Snaith, Airmyn, Rawcliffe and Marshland",
00FB145,Thorngumbald,00FBPC,South West Holderness,
00FB146,Thornton,00FBPF,Wolds Weighton,
00FB147,Thwing,00FBNM,East Wolds and Coastal,
00FB148,Tibthorpe,00FBNL,Driffield and Rural,
00FB149,Tickton,00FBND,Beverley Rural,
00FB150,Twin Rivers,00FBNZ,"Snaith, Airmyn, Rawcliffe and Marshland",
00FB151,Ulrome,00FBNM,East Wolds and Coastal,
00FB152,Walkington,00FBND,Beverley Rural,
00FB153,Warter,00FBPF,Wolds Weighton,
00FB154,Watton,00FBNM,East Wolds and Coastal,
00FB155,Wawne,00FBNT,Mid Holderness,
00FB156,Welton,00FBPB,South Hunsley,
00FB157,Welwick,00FBPA,South East Holderness,
00FB158,Wetwang,00FBPF,Wolds Weighton,
00FB159,Wilberfoss,00FBNX,Pocklington Provincial,
00FB160,Withernsea,00FBPA,South East Holderness,
00FB161,Withernwick,00FBNT,Mid Holderness,
00FB162,Wold Newton,00FBNM,East Wolds and Coastal,
00FB163,Woodmansey,00FBNU,Minster and Woodmansey,
00FB163,Woodmansey,00FBNH,Cottingham North,
00FB164,Wressle,00FBNS,Howdenshire,
00FB165,Yapham,00FBPF,Wolds Weighton,
00FB166,Beverley,00FBNY,St Mary's,
00FB166,Beverley,00FBNU,Minster and Woodmansey,
00FB167,Cottingham,00FBNH,Cottingham North,
00FB167,Cottingham,00FBNJ,Cottingham South,
00FB168,Anlaby with Anlaby Common,00FBPD,Tranby,
00FB169,Bridlington,00FBNE,Bridlington Central and Old Town,
00FB169,Bridlington,00FBNF,Bridlington North,
00FB169,Bridlington,00FBNG,Bridlington South,
00FB170,Kirk Ella,00FBPE,Willerby and Kirk Ella,
00FB171,Willerby,00FBPE,Willerby and Kirk Ella,
00FC001,Ashby cum Fenby,00FCNC,Waltham,
00FC002,Aylesby,00FCNE,Wolds,
00FC003,Barnoldby le Beck,00FCNE,Wolds,
00FC004,Beelsby,00FCNE,Wolds,
00FC005,Bradley,00FCNE,Wolds,
00FC006,Brigsley,00FCNC,Waltham,
00FC007,East Ravendale,00FCNE,Wolds,
00FC008,Habrough,00FCMX,Immingham,
00FC009,Hatcliffe,00FCNE,Wolds,
00FC010,Hawerby cum Beesby,00FCNE,Wolds,
00FC011,Healing,00FCNE,Wolds,
00FC012,Humberston,00FCMW,Humberston and New Waltham,
00FC013,Immingham,00FCMX,Immingham,
00FC014,Irby,00FCNE,Wolds,
00FC015,Laceby,00FCNE,Wolds,
00FC016,New Waltham,00FCMW,Humberston and New Waltham,
00FC017,Stallingborough,00FCMX,Immingham,
00FC018,Waltham,00FCNC,Waltham,
00FC019,West Ravendale,00FCNE,Wolds,
00FC020,Wold Newton,00FCNE,Wolds,
00FC021,Great Coates,00FCMS,Freshney,
00FD001,Alkborough,00FDNC,Burton upon Stather and Winterton,
00FD002,Amcotts,00FDMT,Axholme North,
00FD003,Appleby,00FDMZ,Broughton and Appleby,
00FD004,Barnetby le Wold,00FDMY,Brigg and Wolds,
00FD005,Barrow upon Humber,00FDNE,Ferry,
00FD006,Barton-upon-Humber,00FDMW,Barton,
00FD007,Belton,00FDMS,Axholme Central,
00FD008,Bonby,00FDMY,Brigg and Wolds,
00FD009,Bottesford,00FDMX,Bottesford,
00FD010,Brigg,00FDMY,Brigg and Wolds,
00FD011,Broughton,00FDMZ,Broughton and Appleby,
00FD012,Burringham,00FDNB,Burringham and Gunness,
00FD013,Burton upon Stather,00FDNC,Burton upon Stather and Winterton,
00FD014,Cadney,00FDNH,Ridge,
00FD015,Crowle,00FDMT,Axholme North,
00FD016,Croxton,00FDNE,Ferry,
00FD017,East Butterwick,00FDNH,Ridge,
00FD018,East Halton,00FDNE,Ferry,
00FD019,Eastoft,00FDMT,Axholme North,
00FD020,Elsham,00FDMY,Brigg and Wolds,
00FD021,Epworth,00FDMS,Axholme Central,
00FD022,Flixborough,00FDNC,Burton upon Stather and Winterton,
00FD023,Garthorpe and Fockerby,00FDMT,Axholme North,
00FD024,Goxhill,00FDNE,Ferry,
00FD025,Gunness,00FDNB,Burringham and Gunness,
00FD027,Haxey,00FDMU,Axholme South,
00FD028,Hibaldstow,00FDNH,Ridge,
00FD029,Holme,00FDNH,Ridge,
00FD030,Horkstow,00FDMY,Brigg and Wolds,
00FD031,Keadby with Althorpe,00FDMT,Axholme North,
00FD032,Kirmington,00FDNE,Ferry,
00FD033,Kirton in Lindsey,00FDNH,Ridge,
00FD034,Luddington and Haldenby,00FDMT,Axholme North,
00FD035,Manton,00FDNH,Ridge,
00FD036,Melton Ross,00FDMY,Brigg and Wolds,
00FD037,Messingham,00FDNH,Ridge,
00FD038,New Holland,00FDNE,Ferry,
00FD039,North Killingholme,00FDNE,Ferry,
00FD040,Owston Ferry,00FDMU,Axholme South,
00FD041,Redbourne,00FDNH,Ridge,
00FD042,Roxby cum Risby,00FDMZ,Broughton and Appleby,
00FD043,Saxby All Saints,00FDMY,Brigg and Wolds,
00FD044,Scawby,00FDNH,Ridge,
00FD045,South Ferriby,00FDMY,Brigg and Wolds,
00FD046,South Killingholme,00FDNE,Ferry,
00FD047,Thornton Curtis,00FDNE,Ferry,
00FD048,Ulceby,00FDNE,Ferry,
00FD049,West Butterwick,00FDMU,Axholme South,
00FD050,West Halton,00FDNC,Burton upon Stather and Winterton,
00FD051,Whitton,00FDNC,Burton upon Stather and Winterton,
00FD052,Winteringham,00FDNC,Burton upon Stather and Winterton,
00FD053,Winterton,00FDNC,Burton upon Stather and Winterton,
00FD054,Wootton,00FDNE,Ferry,
00FD055,Worlaby,00FDMY,Brigg and Wolds,
00FD056,Wrawby,00FDMY,Brigg and Wolds,
00FD057,Wroot,00FDMU,Axholme South,
00FD058,Ashby Parkland,00FDNB,Burringham and Gunness,
00FF001,Acaster Malbis,00FFNH,Bishopthorpe,
00FF002,Askham Bryan,00FFPA,Rural West York,
00FF003,Askham Richard,00FFPA,Rural West York,
00FF004,Bishopthorpe,00FFNH,Bishopthorpe,
00FF005,Clifton Without,00FFPB,"Skelton, Rawcliffe and Clifton Without",
00FF006,Copmanthorpe,00FFPA,Rural West York,
00FF007,Deighton,00FFPE,Wheldrake,
00FF008,Dunnington,00FFNK,Derwent,
00FF009,Earswick,00FFPC,Strensall,
00FF010,Elvington,00FFPE,Wheldrake,
00FF011,Fulford,00FFNN,Fulford,
00FF012,Haxby,00FFNQ,Haxby and Wigginton,
00FF013,Heslington,00FFNR,Heslington,
00FF014,Hessay,00FFPA,Rural West York,
00FF015,Heworth Without,00FFNT,Heworth Without,
00FF016,Holtby,00FFNK,Derwent,
00FF017,Huntington,00FFNX,Huntington and New Earswick,
00FF018,Kexby,00FFNK,Derwent,
00FF019,Murton,00FFNZ,Osbaldwick,
00FF020,Naburn,00FFPE,Wheldrake,
00FF021,Nether Poppleton,00FFPA,Rural West York,
00FF022,New Earswick,00FFNX,Huntington and New Earswick,
00FF023,Osbaldwick,00FFNZ,Osbaldwick,
00FF024,Rawcliffe,00FFPB,"Skelton, Rawcliffe and Clifton Without",
00FF025,Rufforth with Knapton,00FFPA,Rural West York,
00FF026,Skelton,00FFPB,"Skelton, Rawcliffe and Clifton Without",
00FF027,Stockton-on-the-Forest,00FFPC,Strensall,
00FF028,Strensall,00FFPC,Strensall,
00FF029,Towthorpe,00FFPC,Strensall,
00FF030,Upper Poppleton,00FFPA,Rural West York,
00FF031,Wheldrake,00FFPE,Wheldrake,
00FF032,Wigginton,00FFNQ,Haxby and Wigginton,
00FP001,Ashwell,00FPMU,Exton,
00FP002,Ayston,00FPMS,Braunston and Belton,
00FP003,Barleythorpe,00FPND,Oakham North West,
00FP004,Barrow,00FPMT,Cottesmore,
00FP005,Barrowden,00FPMX,Ketton,
00FP006,Beaumont Chase,00FPNH,Uppingham,
00FP007,Belton-in-Rutland,00FPMS,Braunston and Belton,
00FP008,Bisbrooke,00FPMZ,Lyddington,
00FP009,Braunston-in-Rutland,00FPMS,Braunston and Belton,
00FP010,Brooke,00FPMS,Braunston and Belton,
00FP011,Burley,00FPMU,Exton,
00FP012,Caldecott,00FPMZ,Lyddington,
00FP013,Clipsham,00FPMW,Greetham,
00FP014,Cottesmore,00FPMT,Cottesmore,
00FP015,Edith Weston,00FPNB,Normanton,
00FP016,Egleton,00FPMU,Exton,
00FP017,Empingham,00FPNB,Normanton,
00FP018,Essendine,00FPNG,Ryhall and Casterton,
00FP019,Exton,00FPMU,Exton,
00FP020,Glaston,00FPMZ,Lyddington,
00FP021,Great Casterton,00FPNG,Ryhall and Casterton,
00FP022,Greetham,00FPMW,Greetham,
00FP023,Gunthorpe,00FPNA,Martinsthorpe,
00FP024,Hambleton,00FPMU,Exton,
00FP025,Horn,00FPMU,Exton,
00FP026,Ketton,00FPMX,Ketton,
00FP027,Langham,00FPMY,Langham,
00FP028,Leighfield,00FPMS,Braunston and Belton,
00FP029,Little Casterton,00FPNG,Ryhall and Casterton,
00FP030,Lyddington,00FPMZ,Lyddington,
00FP031,Lyndon,00FPNA,Martinsthorpe,
00FP032,Manton,00FPNA,Martinsthorpe,
00FP033,Market Overton,00FPMT,Cottesmore,
00FP034,Martinsthorpe,00FPNA,Martinsthorpe,
00FP035,Morcott,00FPNA,Martinsthorpe,
00FP036,Normanton,00FPNB,Normanton,
00FP037,North Luffenham,00FPNB,Normanton,
00FP038,Oakham,00FPNE,Oakham South East,
00FP038,Oakham,00FPNF,Oakham South West,
00FP038,Oakham,00FPND,Oakham North West,
00FP038,Oakham,00FPNC,Oakham North East,
00FP039,Pickworth,00FPMW,Greetham,
00FP040,Pilton,00FPNA,Martinsthorpe,
00FP041,Preston,00FPMS,Braunston and Belton,
00FP042,Ridlington,00FPMS,Braunston and Belton,
00FP043,Ryhall,00FPNG,Ryhall and Casterton,
00FP044,Seaton,00FPMZ,Lyddington,
00FP045,South Luffenham,00FPNB,Normanton,
00FP046,Stoke Dry,00FPMZ,Lyddington,
00FP047,Stretton,00FPMW,Greetham,
00FP048,Teigh,00FPMT,Cottesmore,
00FP049,Thistleton,00FPMW,Greetham,
00FP050,Thorpe by Water,00FPMZ,Lyddington,
00FP051,Tickencote,00FPNG,Ryhall and Casterton,
00FP052,Tinwell,00FPMX,Ketton,
00FP053,Tixover,00FPMX,Ketton,
00FP054,Uppingham,00FPNH,Uppingham,
00FP055,Wardley,00FPMS,Braunston and Belton,
00FP056,Whissendine,00FPNJ,Whissendine,
00FP057,Whitwell,00FPMU,Exton,
00FP058,Wing,00FPNA,Martinsthorpe,
00GA001,Abbey Dore,00GAPM,Golden Valley South,
00GA002,Aconbury,00GAQD,Pontrilas,
00GA003,Acton Beauchamp,00GAPJ,Frome,
00GA004,Adforton,00GAPZ,Mortimer,
00GA005,Allensmore,00GAQP,Valletts,
00GA006,Almeley,00GAPF,Castle,
00GA007,Ashperton,00GAPJ,Frome,
00GA008,Aston Ingham,00GAQC,Penyard,
00GA009,Avenbury,00GAPD,Bromyard,
00GA010,Aylton,00GAPJ,Frome,
00GA011,Aymestrey,00GAPZ,Mortimer,
00GA012,Bacton,00GAPM,Golden Valley South,
00GA013,Ballingham,00GAPQ,Hollington,
00GA014,Bartestree,00GAPN,Hagley,
00GA015,Birley with Upper Hill,00GAPK,Golden Cross with Weobley,
00GA016,Bishop's Frome,00GAPJ,Frome,
00GA017,Bishopstone,00GAQQ,Wormsley Ridge,
00GA018,Blakemere,00GAPL,Golden Valley North,
00GA019,Bodenham,00GAPP,Hampton Court,
00GA020,Bolstone,00GAPQ,Hollington,
00GA021,Bosbury,00GAPR,Hope End,
00GA022,Brampton Abbotts,00GAQA,Old Gore,
00GA023,Brampton Bryan,00GAPZ,Mortimer,
00GA024,Bredenbury,00GAPC,Bringsty,
00GA025,Bredwardine,00GAPL,Golden Valley North,
00GA026,Breinton,00GAPH,Credenhill,
00GA027,Bridge Sollers,00GAQQ,Wormsley Ridge,
00GA028,Bridstow,00GAPY,Llangarron,
00GA029,Brilley,00GAPF,Castle,
00GA030,Brimfield,00GAQN,Upton,
00GA031,Brinsop and Wormsley,00GAQQ,Wormsley Ridge,
00GA032,Brobury with Monnington on Wye,00GAPF,Castle,
00GA033,Brockhampton (Old Gore),00GAQA,Old Gore,
00GA034,Brockhampton (Bringsty),00GAPC,Bringsty,
00GA035,Bromyard and Winslow,00GAPD,Bromyard,
00GA036,Buckton and Coxall,00GAPZ,Mortimer,
00GA037,Burghill,00GAPE,"Burghill, Holmer and Lyde",
00GA038,Burrington,00GAPZ,Mortimer,
00GA039,Byford,00GAQQ,Wormsley Ridge,
00GA040,Byton,00GAPZ,Mortimer,
00GA041,Callow,00GAPQ,Hollington,
00GA042,Canon Frome,00GAPJ,Frome,
00GA043,Canon Pyon,00GAQQ,Wormsley Ridge,
00GA044,Castle Frome,00GAPJ,Frome,
00GA045,Clehonger,00GAQJ,Stoney Street,
00GA046,Clifford,00GAPL,Golden Valley North,
00GA047,Coddington,00GAPR,Hope End,
00GA048,Collington,00GAPC,Bringsty,
00GA049,Colwall,00GAPR,Hope End,
00GA050,Combe,00GAPZ,Mortimer,
00GA051,Cradley,00GAPR,Hope End,
00GA052,Craswall,00GAPM,Golden Valley South,
00GA053,Credenhill,00GAPH,Credenhill,
00GA054,Croft and Yarpole,00GAPB,Bircher,
00GA055,Cusop,00GAPL,Golden Valley North,
00GA056,Dewsall,00GAPQ,Hollington,
00GA057,Dilwyn,00GAPK,Golden Cross with Weobley,
00GA058,Dinedor,00GAPQ,Hollington,
00GA059,Dinmore,00GAQQ,Wormsley Ridge,
00GA060,Docklow and Hampton Wafer,00GAPP,Hampton Court,
00GA061,Donnington,00GAPU,Ledbury,
00GA062,Dormington,00GANZ,Backbury,
00GA063,Dorstone,00GAPL,Golden Valley North,
00GA064,Downton,00GAPZ,Mortimer,
00GA065,Dulas,00GAPM,Golden Valley South,
00GA066,Eardisland,00GAPK,Golden Cross with Weobley,
00GA067,Eardisley,00GAPF,Castle,
00GA068,Eastnor,00GAPU,Ledbury,
00GA069,Eaton Bishop,00GAQJ,Stoney Street,
00GA070,Edvin Loach and Saltmarshe,00GAPC,Bringsty,
00GA071,Edwyn Ralph,00GAPC,Bringsty,
00GA072,Eggleton,00GAPJ,Frome,
00GA073,Elton,00GAPZ,Mortimer,
00GA074,Evesbatch,00GAPJ,Frome,
00GA075,Ewyas Harold,00GAPM,Golden Valley South,
00GA076,"Eye, Moreton and Ashton",00GAQN,Upton,
00GA077,Eyton,00GAQN,Upton,
00GA078,Felton,00GAPD,Bromyard,
00GA079,Ford and Stoke Prior,00GAPP,Hampton Court,
00GA080,Fownhope,00GANZ,Backbury,
00GA081,Foy,00GAQA,Old Gore,
00GA082,Ganarew,00GAPS,Kerne Bridge,
00GA083,Garway,00GAQD,Pontrilas,
00GA084,Goodrich,00GAPS,Kerne Bridge,
00GA085,Grafton,00GAPQ,Hollington,
00GA086,Grendon Bishop,00GAPP,Hampton Court,
00GA087,Hampton Bishop,00GANZ,Backbury,
00GA088,Hampton Charles,00GAPP,Hampton Court,
00GA089,Harewood,00GAQD,Pontrilas,
00GA090,Hatfield and Newhampton,00GAPP,Hampton Court,
00GA091,Haywood,00GAPQ,Hollington,
00GA092,Hentland,00GAQD,Pontrilas,
00GA093,Holme Lacy,00GAPQ,Hollington,
00GA094,Holmer & Shelwick,00GAPE,"Burghill, Holmer and Lyde",
00GA095,Hope Mansell,00GAQC,Penyard,
00GA096,Hope under Dinmore,00GAPP,Hampton Court,
00GA097,How Caple,00GAQA,Old Gore,
00GA098,Humber,00GAPP,Hampton Court,
00GA099,Huntington,00GAPF,Castle,
00GA100,Kenchester,00GAPH,Credenhill,
00GA101,Kenderchurch,00GAQP,Valletts,
00GA102,Kentchurch,00GAQP,Valletts,
00GA103,Kilpeck,00GAQP,Valletts,
00GA104,Kimbolton,00GAQN,Upton,
00GA105,King's Pyon,00GAQQ,Wormsley Ridge,
00GA106,Kings Caple,00GAQA,Old Gore,
00GA107,Kingsland,00GAPB,Bircher,
00GA108,Kingstone,00GAQP,Valletts,
00GA109,Kington,00GAPT,Kington Town,
00GA110,Kington Rural,00GAPT,Kington Town,
00GA111,Kinnersley,00GAPF,Castle,
00GA112,Kinsham,00GAPZ,Mortimer,
00GA113,Knill,00GAQB,Pembridge and Lyonshall with Titley,
00GA114,Laysters,00GAQN,Upton,
00GA115,Lea,00GAQC,Penyard,
00GA116,Ledbury,00GAPU,Ledbury,
00GA117,Leinthall Starkes,00GAPZ,Mortimer,
00GA118,Leintwardine,00GAPZ,Mortimer,
00GA119,Leominster,00GAPX,Leominster South,
00GA119,Leominster,00GAPW,Leominster North,
00GA120,Letton,00GAPF,Castle,
00GA121,Lingen,00GAPZ,Mortimer,
00GA122,Linton (Bringsty),00GAPC,Bringsty,
00GA123,Linton (Penyard),00GAQC,Penyard,
00GA124,Little Birch,00GAQD,Pontrilas,
00GA125,Little Cowarne,00GAPD,Bromyard,
00GA126,Little Dewchurch,00GAPQ,Hollington,
00GA127,Little Hereford,00GAQN,Upton,
00GA128,Little Marcle,00GAPJ,Frome,
00GA129,Llancillo,00GAPM,Golden Valley South,
00GA130,Llandinabo,00GAQD,Pontrilas,
00GA131,Llangarron,00GAPY,Llangarron,
00GA132,Llanrothal,00GAPY,Llangarron,
00GA133,Llanveynoe,00GAPM,Golden Valley South,
00GA134,Llanwarne,00GAQD,Pontrilas,
00GA135,Longtown,00GAPM,Golden Valley South,
00GA136,Lower Bullingham,00GAPQ,Hollington,
00GA136,Lower Bullingham,00GAQG,St Martins and Hinton,
00GA137,Lower Harpton,00GAPT,Kington Town,
00GA138,Lucton,00GAPB,Bircher,
00GA139,Lugwardine,00GAPN,Hagley,
00GA140,Luston,00GAQN,Upton,
00GA141,Lyonshall,00GAQB,Pembridge and Lyonshall with Titley,
00GA142,Madley,00GAQJ,Stoney Street,
00GA143,Mansell Gamage,00GAQQ,Wormsley Ridge,
00GA144,Mansell Lacy,00GAQQ,Wormsley Ridge,
00GA145,Marden,00GAQK,Sutton Walls,
00GA146,Marstow,00GAPY,Llangarron,
00GA147,Mathon,00GAPR,Hope End,
00GA148,Michaelchurch Escley,00GAPM,Golden Valley South,
00GA149,Middleton on the Hill,00GAQN,Upton,
00GA150,Moccas,00GAPL,Golden Valley North,
00GA151,Monkland and Stretford,00GAPK,Golden Cross with Weobley,
00GA152,Mordiford,00GANZ,Backbury,
00GA153,Moreton Jeffries,00GAPJ,Frome,
00GA154,Moreton on Lugg,00GAQK,Sutton Walls,
00GA155,Much Birch,00GAQD,Pontrilas,
00GA156,Much Cowarne,00GAPJ,Frome,
00GA157,Much Dewchurch,00GAQP,Valletts,
00GA158,Much Marcle,00GAQA,Old Gore,
00GA159,Munsley,00GAPJ,Frome,
00GA160,Newton (Hampton Court),00GAPP,Hampton Court,
00GA161,Newton (Golden Valley South),00GAPM,Golden Valley South,
00GA162,Norton,00GAPC,Bringsty,
00GA163,Norton Canon,00GAPF,Castle,
00GA164,Ocle Pychard,00GAPD,Bromyard,
00GA165,Orcop,00GAQD,Pontrilas,
00GA166,Orleton,00GAPB,Bircher,
00GA167,Pembridge,00GAQB,Pembridge and Lyonshall with Titley,
00GA168,Pencombe with Grendon Warren,00GAPD,Bromyard,
00GA169,Pencoyd,00GAQD,Pontrilas,
00GA170,Peterchurch,00GAPL,Golden Valley North,
00GA171,Peterstow,00GAPY,Llangarron,
00GA172,Pipe and Lyde,00GAPE,"Burghill, Holmer and Lyde",
00GA173,Pipe Aston,00GAPZ,Mortimer,
00GA174,Pixley,00GAPJ,Frome,
00GA175,Preston on Wye,00GAPL,Golden Valley North,
00GA176,Preston Wynne,00GAPN,Hagley,
00GA177,Pudlestone,00GAPP,Hampton Court,
00GA178,Putley,00GAPJ,Frome,
00GA179,Richards Castle (Hereford),00GAPB,Bircher,
00GA180,"Rodd, Nash and Little Brampton",00GAQB,Pembridge and Lyonshall with Titley,
00GA181,Ross-on-Wye,00GAQE,Ross-on-Wye East,
00GA181,Ross-on-Wye,00GAQF,Ross-on-Wye West,
00GA182,Ross Rural,00GAQE,Ross-on-Wye East,
00GA182,Ross Rural,00GAQF,Ross-on-Wye West,
00GA183,Rowlstone,00GAPM,Golden Valley South,
00GA184,St. Devereux,00GAQP,Valletts,
00GA185,St. Margarets,00GAPM,Golden Valley South,
00GA186,St. Weonards,00GAQD,Pontrilas,
00GA187,Sarnesfield,00GAPF,Castle,
00GA188,Sellack,00GAPY,Llangarron,
00GA189,Shobdon,00GAQB,Pembridge and Lyonshall with Titley,
00GA190,Sollers Hope,00GAQA,Old Gore,
00GA191,Stanford Bishop,00GAPJ,Frome,
00GA192,Stapleton,00GAPZ,Mortimer,
00GA193,Staunton on Arrow,00GAQB,Pembridge and Lyonshall with Titley,
00GA194,Staunton on Wye,00GAPF,Castle,
00GA195,Stoke Edith,00GANZ,Backbury,
00GA196,Stoke Lacy,00GAPD,Bromyard,
00GA197,Stretton Grandison,00GAPJ,Frome,
00GA198,Stretton Sugwas,00GAPH,Credenhill,
00GA199,Sutton,00GAQK,Sutton Walls,
00GA200,Tarrington,00GANZ,Backbury,
00GA201,Tedstone Delamere,00GAPC,Bringsty,
00GA202,Tedstone Wafer,00GAPC,Bringsty,
00GA203,Thornbury,00GAPC,Bringsty,
00GA204,Thruxton,00GAQP,Valletts,
00GA205,Titley,00GAQB,Pembridge and Lyonshall with Titley,
00GA206,Tretire with Michaelchurch,00GAQD,Pontrilas,
00GA207,Treville,00GAQP,Valletts,
00GA208,Turnastone,00GAPM,Golden Valley South,
00GA209,Tyberton,00GAPL,Golden Valley North,
00GA210,Ullingswick,00GAPD,Bromyard,
00GA211,Upper Sapey,00GAPC,Bringsty,
00GA212,Upton Bishop,00GAQA,Old Gore,
00GA213,Vowchurch,00GAPM,Golden Valley South,
00GA214,Wacton,00GAPC,Bringsty,
00GA215,Walford,00GAPS,Kerne Bridge,
00GA216,"Walford, Letton and Newton",00GAPZ,Mortimer,
00GA217,Walterstone,00GAPM,Golden Valley South,
00GA218,Wellington,00GAQQ,Wormsley Ridge,
00GA219,Wellington Heath,00GAPR,Hope End,
00GA220,Welsh Bicknor,00GAPS,Kerne Bridge,
00GA221,Welsh Newton,00GAPY,Llangarron,
00GA222,Weobley,00GAPK,Golden Cross with Weobley,
00GA223,Westhide,00GAPN,Hagley,
00GA224,Weston Beggard,00GANZ,Backbury,
00GA225,Weston under Penyard,00GAQC,Penyard,
00GA226,Whitbourne,00GAPC,Bringsty,
00GA227,Whitchurch,00GAPS,Kerne Bridge,
00GA228,Whitney-on-Wye,00GAPF,Castle,
00GA229,Wigmore,00GAPZ,Mortimer,
00GA230,Willersley and Winforton,00GAPF,Castle,
00GA231,Willey,00GAPZ,Mortimer,
00GA232,Withington,00GAPN,Hagley,
00GA233,Wolferlow,00GAPC,Bringsty,
00GA234,Woolhope,00GAQA,Old Gore,
00GA235,Wormbridge,00GAQP,Valletts,
00GA236,Yarkhill,00GAPJ,Frome,
00GA237,Yatton,00GAQA,Old Gore,
00GA238,Yazor,00GAQQ,Wormsley Ridge,
00GA239,Belmont Rural,00GAPA,Belmont,
00GA240,Hereford,00GANY,Aylestone,
00GA240,Hereford,00GAPA,Belmont,
00GA240,Hereford,00GAPG,Central,
00GA240,Hereford,00GAQH,St Nicholas,
00GA240,Hereford,00GAQM,Tupsley,
00GA240,Hereford,00GAQG,St Martins and Hinton,
00GA240,Hereford,00GAQL,Three Elms,
00GF001,Chetwynd,00GFNX,Edgmond,
00GF002,Chetwynd Aston and Woodcote,00GFNQ,Church Aston and Lilleshall,
00GF003,Church Aston,00GFNQ,Church Aston and Lilleshall,
00GF003,Church Aston,00GFPM,Newport South,
00GF004,Dawley Hamlets,00GFNT,Dawley Magna,
00GF004,Dawley Hamlets,00GFPC,Horsehay and Lightmoor,
00GF005,Edgmond,00GFNX,Edgmond,
00GF006,Ercall Magna,00GFNZ,Ercall Magna,
00GF007,Eyton Upon The Weald Moors,00GFNZ,Ercall Magna,
00GF008,Great Dawley,00GFNT,Dawley Magna,
00GF008,Great Dawley,00GFPH,Malinslee,
00GF009,Hadley & Leegomery,00GFPA,Hadley and Leegomery,
00GF009,Hadley & Leegomery,00GFNM,Apley Castle,
00GF010,Hollinswood and Randlay,00GFPT,The Nedge,
00GF011,Ketley,00GFPA,Hadley and Leegomery,
00GF011,Ketley,00GFPE,Ketley and Oakengates,
00GF012,Kynnersley,00GFNZ,Ercall Magna,
00GF013,Lawley and Overdale,00GFPC,Horsehay and Lightmoor,
00GF013,Lawley and Overdale,00GFPF,Lawley and Overdale,
00GF013,Lawley and Overdale,00GFPW,Wrockwardine,
00GF014,Lilleshall and Donnington,00GFPJ,Muxton,
00GF014,Lilleshall and Donnington,00GFNQ,Church Aston and Lilleshall,
00GF014,Lilleshall and Donnington,00GFNU,Donnington,
00GF015,Little Wenlock,00GFPW,Wrockwardine,
00GF016,Madeley,00GFNS,Cuckoo Oak,
00GF016,Madeley,00GFPG,Madeley,
00GF016,Madeley,00GFPU,Woodside,
00GF017,Newport,00GFPK,Newport East,
00GF017,Newport,00GFPL,Newport North,
00GF017,Newport,00GFPM,Newport South,
00GF017,Newport,00GFPN,Newport West,
