WD08CD,WD08NM,REGD08CD,REGD08NM,PAR08CD,PAR08NM
00BJGB,Earlsfield,256,Wandsworth,,
00BJGC,East Putney,256,Wandsworth,,
00BJGD,Fairfield,256,Wandsworth,,
00BJGE,Furzedown,256,Wandsworth,,
00BJGF,Graveney,256,Wandsworth,,
00BJGG,Latchmere,256,Wandsworth,,
00BJGH,Nightingale,256,Wandsworth,,
00BJGJ,Northcote,256,Wandsworth,,
00BJGK,Queenstown,256,Wandsworth,,
00BJGL,Roehampton,256,Wandsworth,,
00BJGM,St Mary's Park,256,Wandsworth,,
00BJGN,Shaftesbury,256,Wandsworth,,
00BJGP,Southfields,256,Wandsworth,,
00BJGQ,Thamesfield,256,Wandsworth,,
00BJGR,Tooting,256,Wandsworth,,
00BJGS,Wandsworth Common,256,Wandsworth,,
00BJGT,West Hill,256,Wandsworth,,
00BJGU,West Putney,256,Wandsworth,,
00BKGA,Abbey Road,258,Westminster,,
00BKGB,Bayswater,258,Westminster,,
00BKGC,Bryanston and Dorset Square,258,Westminster,,
00BKGD,Churchill,258,Westminster,,
00BKGE,Church Street,258,Westminster,,
00BKGF,Harrow Road,258,Westminster,,
00BKGG,Hyde Park,258,Westminster,,
00BKGH,Knightsbridge and Belgravia,258,Westminster,,
00BKGJ,Lancaster Gate,258,Westminster,,
00BKGK,Little Venice,258,Westminster,,
00BKGL,Maida Vale,258,Westminster,,
00BKGM,Marylebone High Street,258,Westminster,,
00BKGN,Queen's Park,258,Westminster,,
00BKGP,Regent's Park,258,Westminster,,
00BKGQ,St James's,258,Westminster,,
00BKGR,Tachbrook,258,Westminster,,
00BKGS,Vincent Square,258,Westminster,,
00BKGT,Warwick,258,Westminster,,
00BKGU,Westbourne,258,Westminster,,
00BKGW,West End,258,Westminster,,
00BLFX,Astley Bridge,002,Bolton,,
00BLFY,Bradshaw,002,Bolton,,
00BLFZ,Breightmet,002,Bolton,,
00BLGA,Bromley Cross,002,Bolton,,
00BLGB,Crompton,002,Bolton,,
00BLGC,Farnworth,002,Bolton,,
00BLGD,Great Lever,002,Bolton,,
00BLGE,Halliwell,002,Bolton,,
00BLGF,Harper Green,002,Bolton,,
00BLGG,Heaton and Lostock,002,Bolton,,
00BLGH,Horwich and Blackrod,002,Bolton,,
00BLGJ,Horwich North East,002,Bolton,,
00BLGK,Hulton,002,Bolton,,
00BLGL,Kearsley,002,Bolton,,
00BLGM,Little Lever and Darcy Lever,002,Bolton,,
00BLGN,Rumworth,002,Bolton,,
00BLGP,Smithills,002,Bolton,,
00BLGQ,Tonge with the Haulgh,002,Bolton,,
00BLGR,Westhoughton North and Chew Moor,002,Bolton,,
00BLGS,Westhoughton South,002,Bolton,,
00BMFS,Besses,003,Bury,,
00BMFT,Church,003,Bury,,
00BMFU,East,003,Bury,,
00BMFW,Elton,003,Bury,,
00BMFX,Holyrood,003,Bury,,
00BMFY,Moorside,003,Bury,,
00BMFZ,North Manor,003,Bury,,
00BMGA,Pilkington Park,003,Bury,,
00BMGB,Radcliffe East,003,Bury,,
00BMGC,Radcliffe North,003,Bury,,
00BMGD,Radcliffe West,003,Bury,,
00BMGE,Ramsbottom,003,Bury,,
00BMGF,Redvales,003,Bury,,
00BMGG,St Mary's,003,Bury,,
00BMGH,Sedgley,003,Bury,,
00BMGJ,Tottington,003,Bury,,
00BMGK,Unsworth,003,Bury,,
00BNGL,Ancoats and Clayton,006,Manchester,,
00BNGM,Ardwick,006,Manchester,,
00BNGN,Baguley,006,Manchester,,
00BNGP,Bradford,006,Manchester,,
00BNGQ,Brooklands,006,Manchester,,
00BNGR,Burnage,006,Manchester,,
00BNGS,Charlestown,006,Manchester,,
00BNGT,Cheetham,006,Manchester,,
00BNGU,Chorlton,006,Manchester,,
00BNGW,Chorlton Park,006,Manchester,,
00BNGX,City Centre,006,Manchester,,
00BNGY,Crumpsall,006,Manchester,,
00BNGZ,Didsbury East,006,Manchester,,
00BNHA,Didsbury West,006,Manchester,,
00BNHB,Fallowfield,006,Manchester,,
00BNHC,Gorton North,006,Manchester,,
00BNHD,Gorton South,006,Manchester,,
00BNHE,Harpurhey,006,Manchester,,
00BNHF,Higher Blackley,006,Manchester,,
00BNHG,Hulme,006,Manchester,,
00BNHH,Levenshulme,006,Manchester,,
00BNHJ,Longsight,006,Manchester,,
00BNHK,Miles Platting and Newton Heath,006,Manchester,,
00BNHL,Moss Side,006,Manchester,,
00BNHM,Moston,006,Manchester,,
00BNHN,Northenden,006,Manchester,,
00BNHP,Old Moat,006,Manchester,,
00BNHQ,Rusholme,006,Manchester,,
00BNHR,Sharston,006,Manchester,,
00BNHS,Whalley Range,006,Manchester,,
00BNHT,Withington,006,Manchester,,
00BNHU,Woodhouse Park,006,Manchester,,
00BPFX,Alexandra,007,Oldham,,
00BPFY,Chadderton Central,007,Oldham,,
00BPFZ,Chadderton North,007,Oldham,,
00BPGA,Chadderton South,007,Oldham,,
00BPGB,Coldhurst,007,Oldham,,
00BPGC,Crompton,007,Oldham,,
00BPGD,Failsworth East,007,Oldham,,
00BPGE,Failsworth West,007,Oldham,,
00BPGF,Hollinwood,007,Oldham,,
00BPGG,Medlock Vale,007,Oldham,,
00BPGH,Royton North,007,Oldham,,
00BPGJ,Royton South,007,Oldham,,
00BPGK,Saddleworth North,007,Oldham,,
00BPGL,Saddleworth South,007,Oldham,,
00BPGM,Saddleworth West and Lees,007,Oldham,,
00BPGN,St James',007,Oldham,,
00BPGP,St Mary's,007,Oldham,,
00BPGQ,Shaw,007,Oldham,,
00BPGR,Waterhead,007,Oldham,,
00BPGS,Werneth,007,Oldham,,
00BQFX,Balderstone and Kirkholt,009,Rochdale,,
00BQFY,Bamford,009,Rochdale,,
00BQFZ,Castleton,009,Rochdale,,
00BQGA,Central Rochdale,009,Rochdale,,
00BQGB,East Middleton,009,Rochdale,,
00BQGC,Healey,009,Rochdale,,
00BQGD,Hopwood Hall,009,Rochdale,,
00BQGE,Kingsway,009,Rochdale,,
00BQGF,Littleborough Lakeside,009,Rochdale,,
00BQGG,Milkstone and Deeplish,009,Rochdale,,
00BQGH,Milnrow and Newhey,009,Rochdale,,
00BQGJ,Norden,009,Rochdale,,
00BQGK,North Heywood,009,Rochdale,,
00BQGL,North Middleton,009,Rochdale,,
00BQGM,Smallbridge and Firgrove,009,Rochdale,,
00BQGN,South Middleton,009,Rochdale,,
00BQGP,Spotland and Falinge,009,Rochdale,,
00BQGQ,Wardle and West Littleborough,009,Rochdale,,
00BQGR,West Heywood,009,Rochdale,,
00BQGS,West Middleton,009,Rochdale,,
00BRFX,Barton,011,Salford,,
00BRFY,Boothstown and Ellenbrook,011,Salford,,
00BRFZ,Broughton,011,Salford,,
00BRGA,Cadishead,011,Salford,,
00BRGB,Claremont,011,Salford,,
00BRGC,Eccles,011,Salford,,
00BRGD,Irlam,011,Salford,,
00BRGE,Irwell Riverside,011,Salford,,
00BRGF,Kersal,011,Salford,,
00BRGG,Langworthy,011,Salford,,
00BRGH,Little Hulton,011,Salford,,
00BRGJ,Ordsall,011,Salford,,
00BRGK,Pendlebury,011,Salford,,
00BRGL,Swinton North,011,Salford,,
00BRGM,Swinton South,011,Salford,,
00BRGN,Walkden North,011,Salford,,
00BRGP,Walkden South,011,Salford,,
00BRGQ,Weaste and Seedley,011,Salford,,
00BRGR,Winton,011,Salford,,
00BRGS,Worsley,011,Salford,,
00BSFY,Bramhall North,013,Stockport,,
00BSFZ,Bramhall South,013,Stockport,,
00BSGA,Bredbury and Woodley,013,Stockport,,
00BSGB,Bredbury Green and Romiley,013,Stockport,,
00BSGC,Brinnington and Central,013,Stockport,,
00BSGD,Cheadle and Gatley,013,Stockport,,
00BSGE,Cheadle Hulme North,013,Stockport,,
00BSGF,Cheadle Hulme South,013,Stockport,,
00BSGG,Davenport and Cale Green,013,Stockport,,
00BSGH,Edgeley and Cheadle Heath,013,Stockport,,
00BSGJ,Hazel Grove,013,Stockport,,
00BSGK,Heald Green,013,Stockport,,
00BSGL,Heatons North,013,Stockport,,
00BSGM,Heatons South,013,Stockport,,
00BSGN,Manor,013,Stockport,,
00BSGP,Marple North,013,Stockport,,
00BSGQ,Marple South,013,Stockport,,
00BSGR,Offerton,013,Stockport,,
00BSGS,Reddish North,013,Stockport,,
00BSGT,Reddish South,013,Stockport,,
00BSGU,Stepping Hill,013,Stockport,,
00BTFW,Ashton Hurst,014,Tameside,,
00BTFX,Ashton St Michael's,014,Tameside,,
00BTFY,Ashton Waterloo,014,Tameside,,
00BTFZ,Audenshaw,014,Tameside,,
00BTGA,Denton North East,014,Tameside,,
00BTGB,Denton South,014,Tameside,,
00BTGC,Denton West,014,Tameside,,
00BTGD,Droylsden East,014,Tameside,,
00BTGE,Droylsden West,014,Tameside,,
00BTGF,Dukinfield,014,Tameside,,
00BTGG,Dukinfield Stalybridge,014,Tameside,,
00BTGH,Hyde Godley,014,Tameside,,
00BTGJ,Hyde Newton,014,Tameside,,
00BTGK,Hyde Werneth,014,Tameside,,
00BTGL,Longdendale,014,Tameside,,
00BTGM,Mossley,014,Tameside,,
00BTGN,St Peter's,014,Tameside,,
00BTGP,Stalybridge North,014,Tameside,,
00BTGQ,Stalybridge South,014,Tameside,,
00BUFY,Altrincham,015,Trafford,,
00BUFZ,Ashton upon Mersey,015,Trafford,,
00BUGA,Bowdon,015,Trafford,,
00BUGB,Broadheath,015,Trafford,,
00BUGC,Brooklands,015,Trafford,,
00BUGD,Bucklow-St Martins,015,Trafford,,
00BUGE,Clifford,015,Trafford,,
00BUGF,Davyhulme East,015,Trafford,,
00BUGG,Davyhulme West,015,Trafford,,
00BUGH,Flixton,015,Trafford,,
00BUGJ,Gorse Hill,015,Trafford,,
00BUGK,Hale Barns,015,Trafford,,
00BUGL,Hale Central,015,Trafford,,
00BUGM,Longford,015,Trafford,,
00BUGN,Priory,015,Trafford,,
00BUGP,St Mary's,015,Trafford,,
00BUGQ,Sale Moor,015,Trafford,,
00BUGR,Stretford,015,Trafford,,
00BUGS,Timperley,015,Trafford,,
00BUGT,Urmston,015,Trafford,,
00BUGU,Village,015,Trafford,,
00BWGB,Abram,018,Wigan and Leigh,,
00BWGC,Ashton,018,Wigan and Leigh,,
00BWGD,Aspull New Springs Whelley,018,Wigan and Leigh,,
00BWGE,Astley Mosley Common,018,Wigan and Leigh,,
00BWGF,Atherleigh,018,Wigan and Leigh,,
00BWGG,Atherton,018,Wigan and Leigh,,
00BWGH,Bryn,018,Wigan and Leigh,,
00BWGJ,Douglas,018,Wigan and Leigh,,
00BWGK,Golborne and Lowton West,018,Wigan and Leigh,,
00BWGL,Hindley,018,Wigan and Leigh,,
00BWGM,Hindley Green,018,Wigan and Leigh,,
00BWGN,Ince,018,Wigan and Leigh,,
00BWGP,Leigh East,018,Wigan and Leigh,,
00BWGQ,Leigh South,018,Wigan and Leigh,,
00BWGR,Leigh West,018,Wigan and Leigh,,
00BWGS,Lowton East,018,Wigan and Leigh,,
00BWGT,Orrell,018,Wigan and Leigh,,
00BWGU,Pemberton,018,Wigan and Leigh,,
00BWGW,Shevington with Lower Ground,018,Wigan and Leigh,,
00BWGX,Standish with Langtree,018,Wigan and Leigh,,
00BWGY,Tyldesley,018,Wigan and Leigh,,
00BWGZ,Wigan Central,018,Wigan and Leigh,,
00BWHA,Wigan West,018,Wigan and Leigh,,
00BWHB,Winstanley,018,Wigan and Leigh,,
00BWHC,Worsley Mesnes,018,Wigan and Leigh,,
00BXFZ,Cherryfield,023,Knowsley,,
00BXGA,Halewood North,023,Knowsley,,
00BXGB,Halewood South,023,Knowsley,,
00BXGC,Halewood West,023,Knowsley,,
00BXGD,Kirkby Central,023,Knowsley,,
00BXGE,Longview,023,Knowsley,,
00BXGF,Northwood,023,Knowsley,,
00BXGG,Page Moss,023,Knowsley,,
00BXGH,Park,023,Knowsley,,
00BXGJ,Prescot East,023,Knowsley,,
00BXGK,Prescot West,023,Knowsley,,
00BXGL,Roby,023,Knowsley,,
00BXGM,St Bartholomews,023,Knowsley,,
00BXGN,St Gabriels,023,Knowsley,,
00BXGP,St Michaels,023,Knowsley,,
00BXGQ,Shevington,023,Knowsley,,
00BXGR,Stockbridge,023,Knowsley,,
00BXGS,Swanside,023,Knowsley,,
00BXGT,Whiston North,023,Knowsley,,
00BXGU,Whiston South,023,Knowsley,,
00BXGW,Whitefield,023,Knowsley,,
00BYGL,Allerton and Hunts Cross,025,Liverpool,,
00BYGM,Anfield,025,Liverpool,,
00BYGN,Belle Vale,025,Liverpool,,
00BYGP,Central,025,Liverpool,,
00BYGQ,Childwall,025,Liverpool,,
00BYGR,Church,025,Liverpool,,
00BYGS,Clubmoor,025,Liverpool,,
00BYGT,County,025,Liverpool,,
00BYGU,Cressington,025,Liverpool,,
00BYGW,Croxteth,025,Liverpool,,
00BYGX,Everton,025,Liverpool,,
00BYGY,Fazakerley,025,Liverpool,,
00BYGZ,Greenbank,025,Liverpool,,
00BYHA,Kensington and Fairfield,025,Liverpool,,
00BYHB,Kirkdale,025,Liverpool,,
00BYHC,Knotty Ash,025,Liverpool,,
00BYHD,Mossley Hill,025,Liverpool,,
00BYHE,Norris Green,025,Liverpool,,
00BYHF,Old Swan,025,Liverpool,,
00BYHG,Picton,025,Liverpool,,
00BYHH,Princes Park,025,Liverpool,,
00BYHJ,Riverside,025,Liverpool,,
00BYHK,St Michael's,025,Liverpool,,
00BYHL,Speke-Garston,025,Liverpool,,
00BYHM,Tuebrook and Stoneycroft,025,Liverpool,,
00BYHN,Warbreck,025,Liverpool,,
00BYHP,Wavertree,025,Liverpool,,
00BYHQ,West Derby,025,Liverpool,,
00BYHR,Woolton,025,Liverpool,,
00BYHS,Yew Tree,025,Liverpool,,
00BZFU,Billinge and Seneley Green,030,St. Helens,,
00BZFW,Blackbrook,030,St. Helens,,
00BZFX,Bold,030,St. Helens,,
00BZFY,Earlestown,030,St. Helens,,
00BZFZ,Eccleston,030,St. Helens,,
00BZGA,Haydock,030,St. Helens,,
00BZGB,Moss Bank,030,St. Helens,,
00BZGC,Newton,030,St. Helens,,
00BZGD,Parr,030,St. Helens,,
00BZGE,Rainford,030,St. Helens,,
00BZGF,Rainhill,030,St. Helens,,
00BZGG,Sutton,030,St. Helens,,
00BZGH,Thatto Heath,030,St. Helens,,
00BZGJ,Town Centre,030,St. Helens,,
00BZGK,West Park,030,St. Helens,,
00BZGL,Windle,030,St. Helens,,
00CAGZ,Ainsdale,034,Sefton North,,
00CAHA,Birkdale,034,Sefton North,,
00CAHB,Blundellsands,032,Sefton South,,
00CAHC,Cambridge,034,Sefton North,,
00CAHD,Church,032,Sefton South,,
00CAHE,Derby,032,Sefton South,,
00CAHF,Duke's,034,Sefton North,,
00CAHG,Ford,032,Sefton South,,
00CAHH,Harington,034,Sefton North,,
00CAHJ,Kew,034,Sefton North,,
00CAHK,Linacre,032,Sefton South,,
00CAHL,Litherland,032,Sefton South,,
00CAHM,Manor,032,Sefton South,,
00CAHN,Meols,034,Sefton North,,
00CAHP,Molyneux,032,Sefton South,,
00CAHQ,Netherton and Orrell,032,Sefton South,,
00CAHR,Norwood,034,Sefton North,,
00CAHS,Park,032,Sefton South,,
00CAHT,Ravenmeols,034,Sefton North,,
00CAHU,St Oswald,032,Sefton South,,
00CAHW,Sudell,032,Sefton South,,
00CAHX,Victoria,032,Sefton South,,
00CBFZ,Bebington,037,Wirral,,
00CBGA,Bidston and St James,037,Wirral,,
00CBGB,Birkenhead and Tranmere,037,Wirral,,
00CBGC,Bromborough,037,Wirral,,
00CBGD,Clatterbridge,037,Wirral,,
00CBGE,Claughton,037,Wirral,,
00CBGF,Eastham,037,Wirral,,
00CBGG,"Greasby, Frankby and Irby",037,Wirral,,
00CBGH,Heswall,037,Wirral,,
00CBGJ,Hoylake and Meols,037,Wirral,,
00CBGK,Leasowe and Moreton East,037,Wirral,,
00CBGL,Liscard,037,Wirral,,
00CBGM,Moreton West and Saughall Massie,037,Wirral,,
00CBGN,New Brighton,037,Wirral,,
00CBGP,Oxton,037,Wirral,,
00CBGQ,Pensby and Thingwall,037,Wirral,,
00CBGR,Prenton,037,Wirral,,
00CBGS,Rock Ferry,037,Wirral,,
00CBGT,Seacombe,037,Wirral,,
00CBGU,Upton,037,Wirral,,
00CBGW,Wallasey,037,Wirral,,
00CBGX,West Kirby and Thurstaston,037,Wirral,,
00CCFZ,Central,041,Barnsley,,
00CCGA,Cudworth,041,Barnsley,,
00CCGB,Darfield,041,Barnsley,,
00CCGC,Darton East,041,Barnsley,,
00CCGD,Darton West,041,Barnsley,,
00CCGE,Dearne North,041,Barnsley,,
00CCGF,Dearne South,041,Barnsley,,
00CCGG,Dodworth,041,Barnsley,,
00CCGH,Hoyland Milton,041,Barnsley,,
00CCGJ,Kingstone,041,Barnsley,,
00CCGK,Monk Bretton,041,Barnsley,,
00CCGL,North East,041,Barnsley,,
00CCGM,Old Town,041,Barnsley,,
00CCGN,Penistone East,041,Barnsley,,
00CCGP,Penistone West,041,Barnsley,,
00CCGQ,Rockingham,041,Barnsley,,
00CCGR,Royston,041,Barnsley,,
00CCGS,St Helens,041,Barnsley,,
00CCGT,Stairfoot,041,Barnsley,,
00CCGU,Wombwell,041,Barnsley,,
00CCGW,Worsbrough,041,Barnsley,,
00CEFY,Adwick,042,Doncaster,,
00CEFZ,Armthorpe,042,Doncaster,,
00CEGA,Askern Spa,042,Doncaster,,
00CEGB,Balby,042,Doncaster,,
00CEGC,Bentley,042,Doncaster,,
00CEGD,Bessacarr and Cantley,042,Doncaster,,
00CEGE,Central,042,Doncaster,,
00CEGF,Conisbrough and Denaby,042,Doncaster,,
00CEGG,"Edenthorpe, Kirk Sandall and Barnby Dun",042,Doncaster,,
00CEGH,Edlington and Warmsworth,042,Doncaster,,
00CEGJ,Finningley,042,Doncaster,,
00CEGK,Great North Road,042,Doncaster,,
00CEGL,Hatfield,042,Doncaster,,
00CEGM,Mexborough,042,Doncaster,,
00CEGN,Rossington,042,Doncaster,,
00CEGP,Sprotbrough,042,Doncaster,,
00CEGQ,Stainforth and Moorends,042,Doncaster,,
00CEGR,Thorne,042,Doncaster,,
00CEGS,Torne Valley,042,Doncaster,,
00CEGT,Town Moor,042,Doncaster,,
00CEGU,Wheatley,042,Doncaster,,
00CFFZ,Anston and Woodsetts,045,Rotherham,,
00CFGA,Boston Castle,045,Rotherham,,
00CFGB,Brinsworth and Catcliffe,045,Rotherham,,
00CFGC,Dinnington,045,Rotherham,,
00CFGD,Hellaby,045,Rotherham,,
00CFGE,Holderness,045,Rotherham,,
00CFGF,Hoober,045,Rotherham,,
00CFGG,Keppel,045,Rotherham,,
00CFGH,Maltby,045,Rotherham,,
00CFGJ,Rawmarsh,045,Rotherham,,
00CFGK,Rother Vale,045,Rotherham,,
00CFGL,Rotherham East,045,Rotherham,,
00CFGM,Rotherham West,045,Rotherham,,
00CFGN,Silverwood,045,Rotherham,,
00CFGP,Sitwell,045,Rotherham,,
00CFGQ,Swinton,045,Rotherham,,
00CFGR,Valley,045,Rotherham,,
00CFGS,Wales,045,Rotherham,,
00CFGT,Wath,045,Rotherham,,
00CFGU,Wickersley,045,Rotherham,,
00CFGW,Wingfield,045,Rotherham,,
00CGGG,Arbourthorne,048,Sheffield,,
00CGGH,Beauchief and Greenhill,048,Sheffield,,
00CGGJ,Beighton,048,Sheffield,,
00CGGK,Birley,048,Sheffield,,
00CGGL,Broomhill,048,Sheffield,,
00CGGM,Burngreave,048,Sheffield,,
00CGGN,Central,048,Sheffield,,
00CGGP,Crookes,048,Sheffield,,
00CGGQ,Darnall,048,Sheffield,,
00CGGR,Dore and Totley,048,Sheffield,,
00CGGS,East Ecclesfield,048,Sheffield,,
00CGGT,Ecclesall,048,Sheffield,,
00CGGU,Firth Park,048,Sheffield,,
00CGGW,Fulwood,048,Sheffield,,
00CGGX,Gleadless Valley,048,Sheffield,,
00CGGY,Graves Park,048,Sheffield,,
00CGGZ,Hillsborough,048,Sheffield,,
00CGHA,Manor Castle,048,Sheffield,,
00CGHB,Mosborough,048,Sheffield,,
00CGHC,Nether Edge,048,Sheffield,,
00CGHD,Richmond,048,Sheffield,,
00CGHE,Shiregreen and Brightside,048,Sheffield,,
00CGHF,Southey,048,Sheffield,,
00CGHG,Stannington,048,Sheffield,,
00CGHH,Stocksbridge and Upper Don,048,Sheffield,,
00CGHJ,Walkley,048,Sheffield,,
00CGHK,West Ecclesfield,048,Sheffield,,
00CGHL,Woodhouse,048,Sheffield,,
00CHFZ,Birtley,051,Gateshead,,
00CHGA,Blaydon,051,Gateshead,,
00CHGB,Bridges,051,Gateshead,,
00CHGC,Chopwell and Rowlands Gill,051,Gateshead,,
00CHGD,Chowdene,051,Gateshead,,
00CHGE,Crawcrook and Greenside,051,Gateshead,,
00CHGF,Deckham,051,Gateshead,,
00CHGG,Dunston and Teams,051,Gateshead,,
00CHGH,Dunston Hill and Whickham East,051,Gateshead,,
00CHGJ,Felling,051,Gateshead,,
00CHGK,High Fell,051,Gateshead,,
00CHGL,Lamesley,051,Gateshead,,
00CHGM,Lobley Hill and Bensham,051,Gateshead,,
00CHGN,Low Fell,051,Gateshead,,
00CHGP,Pelaw and Heworth,051,Gateshead,,
00CHGQ,"Ryton, Crookhill and Stella",051,Gateshead,,
00CHGR,Saltwell,051,Gateshead,,
00CHGS,Wardley and Leam Lane,051,Gateshead,,
00CHGT,Whickham North,051,Gateshead,,
00CHGU,Whickham South and Sunniside,051,Gateshead,,
00CHGW,Windy Nook and Whitehills,051,Gateshead,,
00CHGX,Winlaton and High Spen,051,Gateshead,,
00CJGD,Benwell and Scotswood,053,Newcastle upon Tyne,,
00CJGE,Blakelaw,053,Newcastle upon Tyne,,
00CJGF,Byker,053,Newcastle upon Tyne,,
00CJGG,Castle,053,Newcastle upon Tyne,,
00CJGH,Dene,053,Newcastle upon Tyne,,
00CJGJ,Denton,053,Newcastle upon Tyne,,
00CJGK,East Gosforth,053,Newcastle upon Tyne,,
00CJGL,Elswick,053,Newcastle upon Tyne,,
00CJGM,Fawdon,053,Newcastle upon Tyne,,
00CJGN,Fenham,053,Newcastle upon Tyne,,
00CJGP,Kenton,053,Newcastle upon Tyne,,
00CJGQ,Lemington,053,Newcastle upon Tyne,,
00CJGR,Newburn,053,Newcastle upon Tyne,,
00CJGS,North Heaton,053,Newcastle upon Tyne,,
00CJGT,North Jesmond,053,Newcastle upon Tyne,,
00CJGU,Ouseburn,053,Newcastle upon Tyne,,
00CJGW,Parklands,053,Newcastle upon Tyne,,
00CJGX,South Heaton,053,Newcastle upon Tyne,,
00CJGY,South Jesmond,053,Newcastle upon Tyne,,
00CJGZ,Walker,053,Newcastle upon Tyne,,
00CJHA,Walkergate,053,Newcastle upon Tyne,,
00CJHB,Westerhope,053,Newcastle upon Tyne,,
00CJHC,Westgate,053,Newcastle upon Tyne,,
00CJHD,West Gosforth,053,Newcastle upon Tyne,,
00CJHE,Wingrove,053,Newcastle upon Tyne,,
00CJHF,Woolsington,053,Newcastle upon Tyne,,
00CKFX,Battle Hill,054,North Tyneside,,
00CKFY,Benton,054,North Tyneside,,
00CKFZ,Camperdown,054,North Tyneside,,
00CKGA,Chirton,054,North Tyneside,,
00CKGB,Collingwood,054,North Tyneside,,
00CKGC,Cullercoats,054,North Tyneside,,
00CKGD,Howdon,054,North Tyneside,,
00CKGE,Killingworth,054,North Tyneside,,
00CKGF,Longbenton,054,North Tyneside,,
00CKGG,Monkseaton North,054,North Tyneside,,
00CKGH,Monkseaton South,054,North Tyneside,,
00CKGJ,Northumberland,054,North Tyneside,,
00CKGK,Preston,054,North Tyneside,,
00CKGL,Riverside,054,North Tyneside,,
00CKGM,St Mary's,054,North Tyneside,,
00CKGN,Tynemouth,054,North Tyneside,,
00CKGP,Valley,054,North Tyneside,,
00CKGQ,Wallsend,054,North Tyneside,,
00CKGR,Weetslade,054,North Tyneside,,
00CKGS,Whitley Bay,054,North Tyneside,,
00CLFX,Beacon and Bents,057,South Tyneside,,
00CLFY,Bede,057,South Tyneside,,
00CLFZ,Biddick and All Saints,057,South Tyneside,,
00CLGA,Boldon Colliery,057,South Tyneside,,
00CLGB,Cleadon and East Boldon,057,South Tyneside,,
00CLGC,Cleadon Park,057,South Tyneside,,
00CLGD,Fellgate and Hedworth,057,South Tyneside,,
00CLGE,Harton,057,South Tyneside,,
00CLGF,Hebburn North,057,South Tyneside,,
00CLGG,Hebburn South,057,South Tyneside,,
00CLGH,Horsley Hill,057,South Tyneside,,
00CLGJ,Monkton,057,South Tyneside,,
00CLGK,Primrose,057,South Tyneside,,
00CLGL,Simonside and Rekendyke,057,South Tyneside,,
00CLGM,Westoe,057,South Tyneside,,
00CLGN,West Park,057,South Tyneside,,
00CLGP,Whitburn and Marsden,057,South Tyneside,,
00CLGQ,Whiteleas,057,South Tyneside,,
00CMGC,Barnes,058,Sunderland,,
00CMGD,Castle,058,Sunderland,,
00CMGE,Copt Hill,058,Sunderland,,
00CMGF,Doxford,058,Sunderland,,
00CMGG,Fulwell,058,Sunderland,,
00CMGH,Hendon,058,Sunderland,,
00CMGJ,Hetton,058,Sunderland,,
00CMGK,Houghton,058,Sunderland,,
00CMGL,Millfield,058,Sunderland,,
00CMGM,Pallion,058,Sunderland,,
00CMGN,Redhill,058,Sunderland,,
00CMGP,Ryhope,058,Sunderland,,
00CMGQ,St Anne's,058,Sunderland,,
00CMGR,St Chad's,058,Sunderland,,
00CMGS,St Michael's,058,Sunderland,,
00CMGT,St Peter's,058,Sunderland,,
00CMGU,Sandhill,058,Sunderland,,
00CMGW,Shiney Row,058,Sunderland,,
00CMGX,Silksworth,058,Sunderland,,
00CMGY,Southwick,058,Sunderland,,
00CMGZ,Washington Central,058,Sunderland,,
00CMHA,Washington East,058,Sunderland,,
00CMHB,Washington North,058,Sunderland,,
00CMHC,Washington South,058,Sunderland,,
00CMHD,Washington West,058,Sunderland,,
00CNGS,Acocks Green,061,Birmingham,,
00CNGT,Aston,061,Birmingham,,
00CNGU,Bartley Green,061,Birmingham,,
00CNGW,Billesley,061,Birmingham,,
00CNGX,Bordesley Green,061,Birmingham,,
00CNGY,Bournville,061,Birmingham,,
00CNGZ,Brandwood,061,Birmingham,,
00CNHA,Edgbaston,061,Birmingham,,
00CNHB,Erdington,061,Birmingham,,
00CNHC,Hall Green,061,Birmingham,,
00CNHD,Handsworth Wood,061,Birmingham,,
00CNHE,Harborne,061,Birmingham,,
00CNHF,Hodge Hill,061,Birmingham,,
00CNHG,Kings Norton,061,Birmingham,,
00CNHH,Kingstanding,061,Birmingham,,
00CNHJ,Ladywood,061,Birmingham,,
00CNHK,Longbridge,061,Birmingham,,
00CNHL,Lozells and East Handsworth,061,Birmingham,,
00CNHM,Moseley and Kings Heath,061,Birmingham,,
00CNHN,Nechells,061,Birmingham,,
00CNHP,Northfield,061,Birmingham,,
00CNHQ,Oscott,061,Birmingham,,
00CNHR,Perry Barr,061,Birmingham,,
00CNHS,Quinton,061,Birmingham,,
00CNHT,Selly Oak,061,Birmingham,,
00CNHU,Shard End,061,Birmingham,,
00CNHW,Sheldon,061,Birmingham,,
00CNHX,Soho,061,Birmingham,,
00CNHY,South Yardley,061,Birmingham,,
00CNHZ,Sparkbrook,061,Birmingham,,
00CNJA,Springfield,061,Birmingham,,
00CNJB,Stechford and Yardley North,061,Birmingham,,
00CNJC,Stockland Green,061,Birmingham,,
00CNJD,Sutton Four Oaks,061,Birmingham,,
00CNJE,Sutton New Hall,061,Birmingham,,
00CNJF,Sutton Trinity,061,Birmingham,,
00CNJG,Sutton Vesey,061,Birmingham,,
00CNJH,Tyburn,061,Birmingham,,
00CNJJ,Washwood Heath,061,Birmingham,,
00CNJK,Weoley,061,Birmingham,,
00CQFU,Bablake,063,Coventry,,
